id,x,y,scores
0,-2.1268238095824135,-0.04832610459613296,67.3273011574439
1,2.6877974094272803,-0.7408642561057888,4.479399015982019
2,3.475387826431426,-0.7459897611516721,13.666074526253976
3,2.044463881444381,1.3808681059721017,1.6691098500862978
4,0.2768953283721878,0.4768976424471649,15.390768421270026
5,3.8112493689434093,-0.9587174723891492,20.987541965295307
6,4.148734875001628,1.2091584800462538,9.537666500143429
7,4.467293560053498,-1.3994528082886588,40.12006181451045
8,-3.2619316883750415,-0.47872733082946484,100.90475818105371
9,0.22206584111705308,0.5981309023381072,17.255709520624652
10,2.7289148558307836,1.711320357097263,0.06425750732340563
11,3.7515562989576203,0.09819337161720743,11.593474937613998
12,2.208322580182722,0.441916524152711,0.0006386418276683684
13,4.3657021558601325,0.7111637550667336,16.162334133361895
14,4.934326951691537,-0.6565364932210822,42.578109711935106
15,3.9701213397580553,1.823249492158225,4.4816601553197
16,3.356306765927343,0.10873319949846527,6.780192785231543
17,3.8942031240115558,1.842158416604216,3.7878806213027554
18,3.378943207111485,-1.7803676947528686,20.59575035763608
19,2.0211618536132816,0.43289584321082764,0.15254659340731075
20,2.2221697083253664,0.5284193565606596,0.007069436295256901
21,4.428257949368758,1.4816070094229001,11.390010011174816
22,4.174825276736829,1.342031518796864,9.045772257750174
23,4.372663055867845,0.5879967519159814,17.283387406018953
24,3.051919490194109,1.5861973128202345,0.2679528960025635
25,4.451664943767712,1.933729246972152,8.818527964433793
26,4.602008152501984,1.8587463901216972,11.19083080341644
27,4.072797430987746,0.6486784017398244,12.22842472986716
28,4.45627647591966,1.0185062126231514,15.163600007200076
29,4.398974942348101,0.5078003418628754,18.405383099873
30,3.913758661157999,1.2072181144909497,6.865967938528579
31,2.5071069067924334,1.3919658940193615,0.14269663427258897
32,4.352817470164373,1.2619605142462968,11.858893552854285
33,4.797751836218346,1.8146546607923937,14.294819248851663
34,1.647334569791604,1.8447803688671973,6.503067281720299
35,1.968336798192758,1.5257550283061505,2.525179797274934
36,2.511617398685283,1.3887888642492912,0.13362977581157515
37,4.896702729818784,1.2284939186917114,20.838417376660683
38,2.1987280177386905,1.6534612253551635,1.5775490369999243
39,3.5187088736793974,1.5317414429576277,2.267061133635155
40,2.652878954526452,1.5729064691306123,0.07136835315159296
41,2.5007222760284566,1.6221835350790985,0.38531688504341677
42,2.995872635153497,1.7182709636619902,0.07478819639496607
43,2.2355525553473496,1.6389046545949508,1.3637557747336355
44,2.900404708311804,1.5545836390853234,0.06062713352433269
45,1.5481241008133377,1.1828870532681135,4.3540616971795
46,2.8139600042900064,1.4082817658672404,0.048240957661954686
47,2.689723976735502,1.4469941676911673,0.004562491055476157
48,1.8751111542464276,1.2512237692543566,2.2530053852081613
49,2.962955512300506,1.1976213665498925,0.5304058260242167
50,2.803904359144652,1.3975803846129584,0.04419595228033306
51,2.8315376955740224,1.764326888945524,0.010251865806232939
52,2.866144097800433,1.7137866125409116,0.00034230857572440054
53,2.807478787877317,1.8568046386250798,0.05849000181906151
54,2.889207473394767,1.9761328708240304,0.03909237748451106
55,2.728099170753831,1.6097927760164117,0.023591250312062655
56,2.8601549890402875,1.258534318620352,0.21323675966992356
57,2.708218349981876,1.4042266859998294,0.0001490844409991937
58,2.730574378373131,1.6717999863886441,0.04437394054984771
59,3.011865122785103,1.2270756434425376,0.6346585550911943
60,2.818404440993505,1.7774638819624107,0.019783829018079988
61,2.8374421468926245,1.713902013763069,0.0015223824722675652
62,2.8906623842766663,1.7542869426091579,0.0007310440317875164
63,2.8961152616239847,1.8620627024511665,0.004876533252267429
64,2.8478881559363654,1.6924549149200394,1.1031677717344045e-05
65,2.7419784656915267,1.728855908244356,0.059975508867712815
66,2.891067162946835,1.9683255505000958,0.03466717212044037
67,2.69515173949626,1.9226909952809037,0.28343646749971435
68,2.741524888243579,1.7975099267006116,0.09888518607226755
69,2.980434659362256,1.9035459266858048,0.0032859712748233554
70,2.8668238881338315,1.9881876646888443,0.06479055479746745
71,2.9627045872016815,1.684760719379852,0.057911678905202615
72,3.0017884593345876,1.8491982219808714,0.023832781991179317
73,2.9811976068656847,1.9916367550810512,0.0008550677405051517
74,2.8763824362778845,1.8619663994778173,0.011924973482106844
75,2.873052720001348,1.7889534899246406,0.0018359553821134925
76,2.9418111269208183,1.6583184501942183,0.05076180393799437
77,2.865271568836018,1.9580537290607305,0.05176106919403334
